TimeStamp,workshop,days,model,times,county,age,bad1,bad2,bad3,bad4,bad5,bad6,bad7,bad8,bad9,exp,social,characters,learn,homework,cohort,
2020/06/12 8:42:53 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,2 hours over 3 days;2 hours over 4 days,Morning;Afternoon;Half a session in each time slot,"Dallas County, TX",27,History,Economics,Sociology,Post Structuralism,Critical Racism,NA,NA,NA,NA,What is R?,VANESSA,23,Basic data cleaning;Making beautiful graphs;Writing basic websites;Writing automated reports,Yes,Sociology,Anthropology
2020/06/13 10:21:16 am GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,3 hours over 2 days,Morning,NY,NA,Feminism,NA,NA,NA,NA,NA,NA,NA,NA,"Can do cleaning, basic predictive modeling",SUCSAC,Why,"Basic data cleaning;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",Yes,Psychology,History
2020/06/16 7:23:54 pm GMT-5,Maybe,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Morning;Afternoon,Orange county,28,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SUCSAC,11,"Basic data cleaning;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",No,Economics,Economics
2020/06/16 7:03:28 pm GMT-5,Yes,Saturday;Sunday,3 hours over 2 days,Morning;Afternoon;Half a session in each time slot,"Manatee county, Florida",27,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,20,"Dealing with texts;Making beautiful graphs;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Critical Racism
2020/06/14 1:44:08 pm GMT-5,Maybe,Wednesday;Friday;Saturday;Sunday,2 hours over 3 days;3 hours over 2 days,Morning,"Cuyahoga County, OH",25,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,15,Basic data cleaning;Making beautiful graphs;Writing automated reports,No,Anthropology,Critical Racism
2020/06/12 4:35:54 pm GMT-5,Yes,Monday;Friday;Saturday;Sunday,2 hours over 3 days;2 hours over 4 days;3 hours over 3 days,Afternoon,Cook countywid,45,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,7,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Post Structuralism
2020/06/12 8:42:53 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,2 hours over 3 days;2 hours over 4 days,Morning;Afternoon;Half a session in each time slot,"Dallas County, TX",27,History,Economics,Sociology,Post Structuralism,Critical Racism,NA,NA,NA,NA,What is R?,VANESSA,23,Basic data cleaning;Making beautiful graphs;Writing basic websites;Writing automated reports,Yes,Sociology,Anthropology
2020/06/12 8:40:04 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,2 hours over 3 days;2 hours over 4 days,Afternoon,"Orange County, CA",24,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,6,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",No,Anthropology,Anthropology
2020/06/12 4:15:47 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,3 hours over 2 days;3 hours over 3 days,Morning,"Arlington, VA",NA,History,Critical Racism,NA,NA,NA,NA,NA,NA,NA,What is R?,VANESSA,10,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Feminism
2020/06/12 5:38:57 pm GMT-5,Yes,Monday;Friday;Saturday;Sunday,2 hours over 4 days;3 hours over 3 days,Half a session in each time slot,Cook,25,Critical Racism,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,11,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/13 10:21:16 am GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,3 hours over 2 days,Morning,NY,NA,Feminism,NA,NA,NA,NA,NA,NA,NA,NA,"Can do cleaning, basic predictive modeling",SUCSAC,Why,"Basic data cleaning;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",Yes,Psychology,History
2020/06/16 7:50:24 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Saturday;Sunday,3 hours over 2 days;3 hours over 3 days,Afternoon,"Cook County, IL",22,Anthropology,Post Structuralism,Feminism,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,9,Basic data cleaning;Making beautiful graphs;Writing basic websites;Writing basic interactive apps,Yes,Sociology,Anthropology
2020/06/16 7:03:28 pm GMT-5,Yes,Saturday;Sunday,3 hours over 2 days,Morning;Afternoon;Half a session in each time slot,"Manatee county, Florida",27,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,20,"Dealing with texts;Making beautiful graphs;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Critical Racism
2020/06/12 8:07:17 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,2 hours over 3 days;3 hours over 2 days,Morning;Afternoon,"Bexar county, TX",23,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,22,Basic data cleaning;Dealing with texts;Writing basic websites;Writing automated reports,Yes,Anthropology,Critical Racism
2020/06/12 7:11:49 pm GMT-5,Maybe,Monday;Tuesday;Wednesday;Thursday;Friday,3 hours over 2 days,Half a session in each time slot,"Hillsborough County, FL",33,History,Economics,NA,NA,NA,NA,NA,NA,NA,Can do simple calculations,SGGSAC,15,Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing automated reports,No,Psych/poli sci,Post Structuralism
2020/06/12 5:38:57 pm GMT-5,Yes,Monday;Friday;Saturday;Sunday,2 hours over 4 days;3 hours over 3 days,Half a session in each time slot,Cook,25,Critical Racism,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,11,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/12 3:27:00 pm GMT-5,Yes,Saturday;Sunday,3 hours over 2 days,Afternoon,"Cook, IL",24,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,12,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/12 8:46:06 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,2 hours over 3 days,Morning;Afternoon,"Knoxville, Tennesse",23,History,Psychology,NA,NA,NA,NA,NA,NA,NA,Can do simple calculations,SGGSAC,7,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Political Science,Post Structuralism
2020/06/16 7:03:28 pm GMT-5,Yes,Saturday;Sunday,3 hours over 2 days,Morning;Afternoon;Half a session in each time slot,"Manatee county, Florida",27,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,20,"Dealing with texts;Making beautiful graphs;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Critical Racism
2020/06/16 7:03:28 pm GMT-5,Yes,Saturday;Sunday,3 hours over 2 days,Morning;Afternoon;Half a session in each time slot,"Manatee county, Florida",27,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,20,"Dealing with texts;Making beautiful graphs;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Critical Racism
2020/06/12 3:27:00 pm GMT-5,Yes,Saturday;Sunday,3 hours over 2 days,Afternoon,"Cook, IL",24,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,12,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/16 6:38:59 pm GMT-5,Yes,Monday;Wednesday,2 hours over 3 days,Morning,"Racine County, WI",27,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,Can do simple calculations,VANESSA,14,Basic data cleaning;Making beautiful graphs;Writing basic interactive apps,Yes,Psychology,Post Structuralism
2020/06/12 4:35:54 pm GMT-5,Yes,Monday;Friday;Saturday;Sunday,2 hours over 3 days;2 hours over 4 days;3 hours over 3 days,Afternoon,Cook countywid,45,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,7,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Post Structuralism
2020/06/12 5:38:57 pm GMT-5,Yes,Monday;Friday;Saturday;Sunday,2 hours over 4 days;3 hours over 3 days,Half a session in each time slot,Cook,25,Critical Racism,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,11,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/13 6:35:45 am GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday;Friday,2 hours over 3 days;2 hours over 4 days,Morning,"Franklin county, OH",26,History,Critical Racism,Feminism,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,12,Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports,Yes,Economics,Economics
2020/06/13 6:35:45 am GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday;Friday,2 hours over 3 days;2 hours over 4 days,Morning,"Franklin county, OH",26,History,Critical Racism,Feminism,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,12,Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports,Yes,Economics,Economics
2020/06/15 7:20:23 am GMT-5,Yes,Wednesday;Thursday,3 hours over 2 days,Afternoon,"Dekalb, GA",26,History,NA,NA,NA,NA,NA,NA,NA,NA,"Can do cleaning, basic predictive modeling",VANESSA,17,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Anthropology
2020/06/16 5:27:41 pm GMT-5,Yes,Thursday;Friday;Saturday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Afternoon,Cook county,NA,History,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,13,"Basic data cleaning;Dealing with texts;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/12 7:11:49 pm GMT-5,Maybe,Monday;Tuesday;Wednesday;Thursday;Friday,3 hours over 2 days,Half a session in each time slot,"Hillsborough County, FL",33,History,Economics,NA,NA,NA,NA,NA,NA,NA,Can do simple calculations,SGGSAC,15,Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing automated reports,No,Psych/poli sci,Post Structuralism
2020/06/12 3:27:00 pm GMT-5,Yes,Saturday;Sunday,3 hours over 2 days,Afternoon,"Cook, IL",24,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,12,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/12 5:38:57 pm GMT-5,Yes,Monday;Friday;Saturday;Sunday,2 hours over 4 days;3 hours over 3 days,Half a session in each time slot,Cook,25,Critical Racism,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,11,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/12 8:42:53 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,2 hours over 3 days;2 hours over 4 days,Morning;Afternoon;Half a session in each time slot,"Dallas County, TX",27,History,Economics,Sociology,Post Structuralism,Critical Racism,NA,NA,NA,NA,What is R?,VANESSA,23,Basic data cleaning;Making beautiful graphs;Writing basic websites;Writing automated reports,Yes,Sociology,Anthropology
2020/06/14 1:44:08 pm GMT-5,Maybe,Wednesday;Friday;Saturday;Sunday,2 hours over 3 days;3 hours over 2 days,Morning,"Cuyahoga County, OH",25,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,15,Basic data cleaning;Making beautiful graphs;Writing automated reports,No,Anthropology,Critical Racism
2020/06/12 4:15:47 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,3 hours over 2 days;3 hours over 3 days,Morning,"Arlington, VA",NA,History,Critical Racism,NA,NA,NA,NA,NA,NA,NA,What is R?,VANESSA,10,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Feminism
2020/06/12 4:35:54 pm GMT-5,Yes,Monday;Friday;Saturday;Sunday,2 hours over 3 days;2 hours over 4 days;3 hours over 3 days,Afternoon,Cook countywid,45,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,7,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Post Structuralism
2020/06/12 6:19:07 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday;Friday,2 hours over 4 days,Half a session in each time slot,"Cook County, IL",35,History,Psychology,Sociology,Anthropology,Post Structuralism,Critical Racism,Feminism,NA,NA,Can do basic data cleaning or basic plot functions in R,SUCSAC,25,"Dealing with texts;Making beautiful graphs;Writing basic websites;Coding philosophy, semantics, syntax, etc.",Yes,Economics,Economics
2020/06/12 7:11:49 pm GMT-5,Maybe,Monday;Tuesday;Wednesday;Thursday;Friday,3 hours over 2 days,Half a session in each time slot,"Hillsborough County, FL",33,History,Economics,NA,NA,NA,NA,NA,NA,NA,Can do simple calculations,SGGSAC,15,Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing automated reports,No,Psych/poli sci,Post Structuralism
2020/06/16 5:27:41 pm GMT-5,Yes,Thursday;Friday;Saturday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Afternoon,Cook county,NA,History,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,13,"Basic data cleaning;Dealing with texts;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/12 7:11:49 pm GMT-5,Maybe,Monday;Tuesday;Wednesday;Thursday;Friday,3 hours over 2 days,Half a session in each time slot,"Hillsborough County, FL",33,History,Economics,NA,NA,NA,NA,NA,NA,NA,Can do simple calculations,SGGSAC,15,Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing automated reports,No,Psych/poli sci,Post Structuralism
2020/06/15 7:20:23 am GMT-5,Yes,Wednesday;Thursday,3 hours over 2 days,Afternoon,"Dekalb, GA",26,History,NA,NA,NA,NA,NA,NA,NA,NA,"Can do cleaning, basic predictive modeling",VANESSA,17,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Anthropology,Anthropology
2020/06/16 5:27:41 pm GMT-5,Yes,Thursday;Friday;Saturday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Afternoon,Cook county,NA,History,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,13,"Basic data cleaning;Dealing with texts;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/12 4:15:47 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,3 hours over 2 days;3 hours over 3 days,Morning,"Arlington, VA",NA,History,Critical Racism,NA,NA,NA,NA,NA,NA,NA,What is R?,VANESSA,10,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Feminism
2020/06/14 1:44:08 pm GMT-5,Maybe,Wednesday;Friday;Saturday;Sunday,2 hours over 3 days;3 hours over 2 days,Morning,"Cuyahoga County, OH",25,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,15,Basic data cleaning;Making beautiful graphs;Writing automated reports,No,Anthropology,Critical Racism
2020/06/16 5:27:41 pm GMT-5,Yes,Thursday;Friday;Saturday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Afternoon,Cook county,NA,History,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,13,"Basic data cleaning;Dealing with texts;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/16 5:27:41 pm GMT-5,Yes,Thursday;Friday;Saturday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Afternoon,Cook county,NA,History,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,13,"Basic data cleaning;Dealing with texts;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/16 5:27:41 pm GMT-5,Yes,Thursday;Friday;Saturday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Afternoon,Cook county,NA,History,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,13,"Basic data cleaning;Dealing with texts;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
2020/06/16 7:00:41 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,2 hours over 3 days,Morning;Afternoon;Half a session in each time slot,"Hyde Park, IL",35,History,Psychology,Sociology,Anthropology,Post Structuralism,Critical Racism,Feminism,NA,NA,Can do simple calculations,SGGSAC,9,Basic data cleaning;Dealing with texts;Making beautiful graphs,Yes,Economics,Economics
2020/06/16 7:50:24 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Saturday;Sunday,3 hours over 2 days;3 hours over 3 days,Afternoon,"Cook County, IL",22,Anthropology,Post Structuralism,Feminism,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,9,Basic data cleaning;Making beautiful graphs;Writing basic websites;Writing basic interactive apps,Yes,Sociology,Anthropology
2020/06/16 6:38:59 pm GMT-5,Yes,Monday;Wednesday,2 hours over 3 days,Morning,"Racine County, WI",27,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,Can do simple calculations,VANESSA,14,Basic data cleaning;Making beautiful graphs;Writing basic interactive apps,Yes,Psychology,Post Structuralism
2020/06/16 6:38:59 pm GMT-5,Yes,Monday;Wednesday,2 hours over 3 days,Morning,"Racine County, WI",27,Psychology,NA,NA,NA,NA,NA,NA,NA,NA,Can do simple calculations,VANESSA,14,Basic data cleaning;Making beautiful graphs;Writing basic interactive apps,Yes,Psychology,Post Structuralism
2020/06/12 8:07:17 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,2 hours over 3 days;3 hours over 2 days,Morning;Afternoon,"Bexar county, TX",23,Economics,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,22,Basic data cleaning;Dealing with texts;Writing basic websites;Writing automated reports,Yes,Anthropology,Critical Racism
2020/06/14 10:29:21 am GMT-5,Maybe,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Morning;Afternoon;Half a session in each time slot,"Cook county, IL",24,History,Psychology,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,8,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Feminism
2020/06/14 10:44:53 pm GMT-5,Yes,Monday;Tuesday;Wednesday;Thursday,2 hours over 3 days;3 hours over 2 days;2 hours over 4 days,Morning;Afternoon,"Cook county, IL",23,Psychology,Sociology,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,14,"Basic data cleaning;Dealing with texts;Making beautiful graphs;Writing basic websites;Writing basic interactive apps;Writing automated reports;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Psychology
2020/06/16 5:27:41 pm GMT-5,Yes,Thursday;Friday;Saturday,2 hours over 3 days;3 hours over 2 days;3 hours over 3 days,Afternoon,Cook county,NA,History,NA,NA,NA,NA,NA,NA,NA,NA,What is R?,SGGSAC,13,"Basic data cleaning;Dealing with texts;Coding philosophy, semantics, syntax, etc.",Yes,Sociology,Sociology
